NT,THT,THt,THQCr,CT,Ct,DT,Dt,QmT,TT,Tt,TCr,C,Si,Mn,P,S,Ni,Cr,Cu,Mo,RedRatio,dA,dB,dC,Fatigue
845,845,30,8,30,0,30,0,30,490,60,24,0.62,0.29,0.88,0.026,0.007,0.05,0.75,0.12,0.03,796,0.058,0,0.004,718
845,845,30,8,30,0,30,0,30,430,60,24,0.53,1.49,0.69,0.011,0.007,0.02,0.74,0.01,0,925,0.03,0,0,874
845,845,30,8,30,0,30,0,30,430,60,24,0.53,1.31,0.75,0.004,0.004,0.04,0.63,0.06,0.01,1455,0.02,0.01,0.01,829
845,845,30,8,30,0,30,0,30,430,60,24,0.53,1.51,0.68,0.013,0.011,0.13,0.68,0.26,0.05,622,0.05,0,0.058,700
845,845,30,8,30,0,30,0,30,500,60,24,0.54,1.5,0.69,0.013,0.007,0.02,0.74,0.01,0,925,0.03,0,0,806
845,845,30,8,30,0,30,0,30,500,60,24,0.53,1.31,0.75,0.007,0.003,0.04,0.64,0.06,0.01,1455,0.02,0.01,0.01,720
845,845,30,8,30,0,30,0,30,500,60,24,0.53,1.5,0.67,0.014,0.011,0.13,0.67,0.26,0.05,622,0.05,0,0.058,688
930,30,0,0,930,139.8,850,15,60,160,120,0.5,0.21,0.29,0.62,0.015,0.016,1.62,0.59,0.07,0.21,440,0.008,0,0,1034
930,30,0,0,930,139.8,850,15,60,160,120,0.5,0.23,0.35,0.51,0.008,0.012,1.69,0.55,0.11,0.18,860,0.07,0.01,0,1139
930,30,0,0,930,139.8,850,15,60,160,120,0.5,0.17,0.28,0.55,0.002,0.016,1.64,0.45,0.05,0.16,440,0.017,0,0.008,1002
930,30,0,0,930,469.8,850,15,60,160,120,0.5,0.21,0.29,0.62,0.015,0.016,1.62,0.59,0.07,0.21,440,0.008,0,0,1056
930,30,0,0,930,469.8,850,15,60,160,120,0.5,0.23,0.35,0.51,0.008,0.012,1.69,0.55,0.11,0.18,860,0.07,0.01,0,1124
930,30,0,0,930,469.8,850,15,60,160,120,0.5,0.17,0.28,0.55,0.002,0.016,1.64,0.45,0.05,0.16,440,0.017,0,0.008,1082
930,30,0,0,930,540,850,15,140,160,120,0.5,0.21,0.29,0.62,0.015,0.016,1.62,0.59,0.07,0.21,440,0.008,0,0,1054
930,30,0,0,930,540,850,15,140,160,120,0.5,0.23,0.35,0.51,0.008,0.012,1.69,0.55,0.11,0.18,860,0.07,0.01,0,1190
930,30,0,0,930,540,850,15,140,160,120,0.5,0.17,0.28,0.55,0.002,0.016,1.64,0.45,0.05,0.16,440,0.017,0,0.008,935
930,30,0,0,930,469.8,850,15,60,200,120,0.5,0.21,0.29,0.62,0.015,0.016,1.62,0.59,0.07,0.21,440,0.008,0,0,1037
930,30,0,0,930,469.8,850,15,60,200,120,0.5,0.23,0.35,0.51,0.008,0.012,1.69,0.55,0.11,0.18,860,0.07,0.01,0,1110
930,30,0,0,930,469.8,850,15,60,200,120,0.5,0.17,0.28,0.55,0.002,0.016,1.64,0.45,0.05,0.16,440,0.017,0,0.008,1035
930,30,0,0,930,130.2,882.381,25.2,60,160,120,0.5,0.2,0.32,0.77,0.024,0.028,0.46,0.47,0.2,0.19,390,0.046,0,0,927
930,30,0,0,930,130.2,882.381,25.2,60,160,120,0.5,0.23,0.29,0.85,0.011,0.011,0.44,0.6,0.07,0.16,440,0.013,0,0,976
930,30,0,0,930,130.2,882.381,25.2,60,160,120,0.5,0.18,0.26,0.76,0.009,0.014,0.56,0.62,0.12,0.17,690,0.06,0,0,986
930,30,0,0,930,450,895.517,34.8,60,160,120,0.5,0.2,0.32,0.77,0.024,0.028,0.46,0.47,0.2,0.19,390,0.046,0,0,956
930,30,0,0,930,450,895.517,34.8,60,160,120,0.5,0.23,0.29,0.85,0.011,0.011,0.44,0.6,0.07,0.16,440,0.013,0,0,946
930,30,0,0,930,450,895.517,34.8,60,160,120,0.5,0.18,0.26,0.76,0.009,0.014,0.56,0.62,0.12,0.17,690,0.06,0,0,1089
930,30,0,0,930,510,903.333,45,140,160,120,0.5,0.2,0.32,0.77,0.024,0.028,0.46,0.47,0.2,0.19,390,0.046,0,0,960
930,30,0,0,930,510,903.333,45,140,160,120,0.5,0.23,0.29,0.85,0.011,0.011,0.44,0.6,0.07,0.16,440,0.013,0,0,1033
930,30,0,0,930,510,903.333,45,140,160,120,0.5,0.18,0.26,0.76,0.009,0.014,0.56,0.62,0.12,0.17,690,0.06,0,0,1080
930,30,0,0,930,450,895.517,34.8,60,200,120,0.5,0.2,0.32,0.77,0.024,0.028,0.46,0.47,0.2,0.19,390,0.046,0,0,924
930,30,0,0,930,450,895.517,34.8,60,200,120,0.5,0.23,0.29,0.85,0.011,0.011,0.44,0.6,0.07,0.16,440,0.013,0,0,1009
930,30,0,0,930,450,895.517,34.8,60,200,120,0.5,0.18,0.26,0.76,0.009,0.014,0.56,0.62,0.12,0.17,690,0.06,0,0,1053
930,30,0,0,930,100.2,895.517,34.8,60,160,120,0.5,0.21,0.3,0.76,0.021,0.006,0.08,1.09,0.14,0.03,460,0.025,0,0.004,854
930,30,0,0,930,100.2,895.517,34.8,60,160,120,0.5,0.23,0.2,0.8,0.013,0.018,0.04,1.14,0.07,0.02,690,0.07,0,0.01,1086
930,30,0,0,930,100.2,895.517,34.8,60,160,120,0.5,0.19,0.21,0.77,0.017,0.011,0.12,1.02,0.16,0.05,390,0.025,0.004,0,889
930,30,0,0,930,499.8,895.812,70.2,60,160,120,0.5,0.21,0.3,0.76,0.021,0.006,0.08,1.09,0.14,0.03,460,0.025,0,0.004,884
930,30,0,0,930,499.8,895.812,70.2,60,160,120,0.5,0.23,0.2,0.8,0.013,0.018,0.04,1.14,0.07,0.02,690,0.07,0,0.01,1057
930,30,0,0,930,499.8,895.812,70.2,60,160,120,0.5,0.19,0.21,0.77,0.017,0.011,0.12,1.02,0.16,0.05,390,0.025,0.004,0,900
930,30,0,0,930,529.8,895.812,70.2,140,160,120,0.5,0.21,0.3,0.76,0.021,0.006,0.08,1.09,0.14,0.03,460,0.025,0,0.004,876
930,30,0,0,930,529.8,895.812,70.2,140,160,120,0.5,0.23,0.2,0.8,0.013,0.018,0.04,1.14,0.07,0.02,690,0.07,0,0.01,1068
930,30,0,0,930,529.8,895.812,70.2,140,160,120,0.5,0.19,0.21,0.77,0.017,0.011,0.12,1.02,0.16,0.05,390,0.025,0.004,0,838
930,30,0,0,930,499.8,895.812,70.2,60,200,120,0.5,0.21,0.3,0.76,0.021,0.006,0.08,1.09,0.14,0.03,460,0.025,0,0.004,873
930,30,0,0,930,499.8,895.812,70.2,60,200,120,0.5,0.23,0.2,0.8,0.013,0.018,0.04,1.14,0.07,0.02,690,0.07,0,0.01,1120
930,30,0,0,930,499.8,895.812,70.2,60,200,120,0.5,0.19,0.21,0.77,0.017,0.011,0.12,1.02,0.16,0.05,390,0.025,0.004,0,898
930,30,0,0,930,90,881.807,49.8,60,160,120,0.5,0.21,0.31,0.81,0.012,0.019,0.06,1.17,0.07,0.17,690,0.08,0,0,1074
930,30,0,0,930,90,881.807,49.8,60,160,120,0.5,0.21,0.26,0.65,0.015,0.024,0.02,0.91,0.01,0.15,240,0.05,0.01,0,1006
930,30,0,0,930,90,881.807,49.8,60,160,120,0.5,0.18,0.25,0.79,0.016,0.015,0.07,1.08,0.08,0.15,530,0.017,0.004,0.008,858
930,30,0,0,930,340.2,895.812,70.2,60,160,120,0.5,0.21,0.31,0.81,0.012,0.019,0.06,1.17,0.07,0.17,690,0.08,0,0,1144
930,30,0,0,930,340.2,895.812,70.2,60,160,120,0.5,0.21,0.26,0.65,0.015,0.024,0.02,0.91,0.01,0.15,240,0.05,0.01,0,1028
930,30,0,0,930,340.2,895.812,70.2,60,160,120,0.5,0.18,0.25,0.79,0.016,0.015,0.07,1.08,0.08,0.15,530,0.017,0.004,0.008,948
930,30,0,0,930,340.2,895.812,70.2,140,160,120,0.5,0.21,0.31,0.81,0.012,0.019,0.06,1.17,0.07,0.17,690,0.08,0,0,1080
930,30,0,0,930,340.2,895.812,70.2,140,160,120,0.5,0.21,0.26,0.65,0.015,0.024,0.02,0.91,0.01,0.15,240,0.05,0.01,0,1030
930,30,0,0,930,340.2,895.812,70.2,140,160,120,0.5,0.18,0.25,0.79,0.016,0.015,0.07,1.08,0.08,0.15,530,0.017,0.004,0.008,957
930,30,0,0,930,340.2,895.812,70.2,60,200,120,0.5,0.21,0.31,0.81,0.012,0.019,0.06,1.17,0.07,0.17,690,0.08,0,0,1104
930,30,0,0,930,340.2,895.812,70.2,60,200,120,0.5,0.21,0.26,0.65,0.015,0.024,0.02,0.91,0.01,0.15,240,0.05,0.01,0,1008
930,30,0,0,930,340.2,895.812,70.2,60,200,120,0.5,0.18,0.25,0.79,0.016,0.015,0.07,1.08,0.08,0.15,530,0.017,0.004,0.008,882
